0.50724	0.07250	1.08510	5.80430
0.03108	1.19588	-0.09443	0.82557
-1.08708	0.06802	0.50362	7.46648
0.00000	0.00000	0.00000	1.00000

0.53607	-0.65635	0.84961	5.93933
-0.08675	0.92005	0.76550	0.84829
-1.07010	-0.40339	0.36355	7.55365
0.00000	0.00000	0.00000	1.00000

0.57987	-0.31591	1.00198	5.75050
0.05045	1.15152	0.33386	0.73678
-1.04939	-0.11921	0.56972	7.38988
0.00000	0.00000	0.00000	1.00000

0.45544	-0.72519	0.84064	5.98118
0.03025	0.91639	0.77416	0.83950
-1.10980	-0.27263	0.36608	7.49168
0.00000	0.00000	0.00000	1.00000

0.44953	-0.38180	1.04506	5.78100
-0.96983	0.41795	0.56987	1.29133
-0.54529	-1.05809	-0.15200	7.85765
0.00000	0.00000	0.00000	1.00000

-0.56932	0.68745	0.80205	5.68406
-0.68055	0.45814	-0.87576	1.20719
-0.80791	-0.87035	0.17251	7.86052
0.00000	0.00000	0.00000	1.00000

-0.64422	0.58498	0.82630	5.84149
-0.64183	0.52146	-0.86956	1.19246
-0.78297	-0.90878	0.03294	7.87445
0.00000	0.00000	0.00000	1.00000

0.72937	-0.58146	0.75492	5.91360
-0.07494	0.91275	0.77542	0.84117
-0.94995	-0.51845	0.51847	7.60696
0.00000	0.00000	0.00000	1.00000

0.14296	-1.13226	0.37088	6.13939
0.84955	0.35877	0.76782	1.29745
-0.83536	0.17110	0.84433	7.22825
0.00000	0.00000	0.00000	1.00000

1.01567	-0.40689	0.49280	6.13570
0.62422	0.43335	-0.92874	1.23586
0.13695	1.04242	0.57845	7.20621
0.00000	0.00000	0.00000	1.00000

1.08242	-0.38417	0.34754	6.20114
0.49119	0.50525	-0.97132	1.14671
0.16463	1.01840	0.61299	7.27520
0.00000	0.00000	0.00000	1.00000

0.58051	0.25786	1.01810	5.81082
0.43365	1.00063	-0.50069	0.83351
-0.95654	0.61013	0.39088	7.42261
0.00000	0.00000	0.00000	1.00000

1.12524	-0.38353	0.16349	5.61633
0.39007	1.13460	-0.02306	0.85684
-0.14721	0.07477	1.18859	7.13480
0.00000	0.00000	0.00000	1.00000

0.70553	-0.37036	0.89725	5.58609
0.20908	1.14117	0.30663	0.85534
-0.94790	-0.02395	0.73547	7.17933
0.00000	0.00000	0.00000	1.00000

0.21062	0.80357	0.86597	5.76778
-0.15062	0.89071	-0.78990	0.84200
-1.17173	0.02994	0.25720	7.50771
0.00000	0.00000	0.00000	1.00000

-0.25197	0.02855	1.17290	5.40552
-0.35211	1.14250	-0.10345	0.80595
-1.11916	-0.36588	-0.23152	7.40871
0.00000	0.00000	0.00000	1.00000

0.55495	-0.05248	1.06268	5.42899
-0.26077	1.15528	0.19323	0.80497
-1.03152	-0.32029	0.52286	7.37051
0.00000	0.00000	0.00000	1.00000
