-0.93561	0.11232	0.74298	5.29210
-0.02911	1.18021	-0.21508	0.82669
-0.75086	-0.18571	-0.91745	7.85611
0.00000	0.00000	0.00000	1.00000

-1.05935	-0.21403	0.52150	5.35822
-0.09894	1.16350	0.27653	0.80341
-0.55496	0.20113	-1.04478	7.79483
0.00000	0.00000	0.00000	1.00000

-1.02093	-0.14715	0.61324	5.31569
-0.23251	1.17250	-0.10574	0.82398
-0.58622	-0.20878	-1.02604	8.01868
0.00000	0.00000	0.00000	1.00000

-1.07465	-0.09564	0.52534	5.30006
0.03655	1.16465	0.28678	0.80533
-0.53272	0.27283	-1.04008	7.76019
0.00000	0.00000	0.00000	1.00000

-0.75324	-0.93409	-0.01079	5.73888
-0.82227	0.65640	0.57708	1.20326
-0.44330	0.36962	-1.05208	7.69855
0.00000	0.00000	0.00000	1.00000

-0.85681	-0.81475	0.20507	5.71807
-0.83650	0.79994	-0.31680	1.17190
0.07839	-0.36914	-1.13912	7.83928
0.00000	0.00000	0.00000	1.00000

-0.71432	-0.73286	0.62663	5.66101
-0.93540	0.71597	-0.22896	1.29970
-0.23404	-0.62474	-0.99746	8.09177
0.00000	0.00000	0.00000	1.00000

-1.05166	-0.21497	0.53646	5.34878
-0.09609	1.16343	0.27785	0.80592
-0.56989	0.20054	-1.03683	7.79117
0.00000	0.00000	0.00000	1.00000

-0.84620	0.29317	0.79875	5.08367
0.83502	0.50246	0.70020	1.29103
-0.16339	1.04957	-0.55831	7.36673
0.00000	0.00000	0.00000	1.00000

-0.60928	0.69803	0.76258	4.98943
0.96368	0.70394	0.12561	1.27498
-0.37428	0.67618	-0.91798	7.46536
0.00000	0.00000	0.00000	1.00000

-0.59924	0.79558	0.66931	4.96123
0.94158	0.74286	-0.04000	1.29369
-0.44085	0.50519	-0.99520	7.45516
0.00000	0.00000	0.00000	1.00000

-0.91830	0.36639	0.68007	5.28102
0.22036	1.13679	-0.31489	0.84041
-0.74039	-0.11609	-0.93720	7.84638
0.00000	0.00000	0.00000	1.00000

-0.17793	-0.21875	1.16640	5.00690
0.46279	1.07327	0.27188	0.79152
-1.09278	0.49014	-0.07478	8.01212
0.00000	0.00000	0.00000	1.00000

-0.95996	-0.32902	0.64050	5.04461
0.02954	1.04851	0.58288	0.79749
-0.71945	0.48205	-0.83067	8.05566
0.00000	0.00000	0.00000	1.00000

-1.12900	0.17666	0.36625	5.30982
-0.14335	0.83852	-0.84636	0.83228
-0.38053	-0.84004	-0.76781	7.89981
0.00000	0.00000	0.00000	1.00000

-1.16796	-0.23012	-0.15139	5.19696
-0.20789	1.16909	-0.17326	0.85348
0.18071	-0.14241	-1.17774	8.23707
0.00000	0.00000	0.00000	1.00000

-1.03211	-0.19840	0.57912	5.15403
-0.19414	1.18271	0.05918	0.86872
-0.58056	-0.04279	-1.04934	8.22636
0.00000	0.00000	0.00000	1.00000
