0.31851	0.08428	1.15388	5.85882
0.02045	1.19622	-0.09302	0.80126
-1.15678	0.04435	0.31607	7.46668
0.00000	0.00000	0.00000	1.00000

0.38931	-0.64760	0.93223	5.99444
0.00090	0.98571	0.68438	0.80385
-1.13509	-0.22134	0.32027	7.51225
0.00000	0.00000	0.00000	1.00000

0.53793	-0.32043	1.02370	5.82579
0.06941	1.15321	0.32449	0.70679
-1.07043	-0.08625	0.53549	7.43080
0.00000	0.00000	0.00000	1.00000

0.32210	-0.69294	0.92525	6.03183
0.10837	0.97437	0.69200	0.78234
-1.15087	-0.10218	0.32411	7.46176
0.00000	0.00000	0.00000	1.00000

0.48558	-0.74013	0.81020	6.03347
-0.56622	0.58994	0.87828	1.08908
-0.94000	-0.73769	-0.11051	7.80610
0.00000	0.00000	0.00000	1.00000

0.77686	0.45879	0.79120	5.40305
-0.48516	1.08672	-0.15380	0.86605
-0.77532	-0.22032	0.88901	7.48938
0.00000	0.00000	0.00000	1.00000

0.80523	0.51271	0.72714	5.36018
-0.50412	1.07102	-0.19691	0.89719
-0.73312	-0.17334	0.93407	7.47458
0.00000	0.00000	0.00000	1.00000

0.60894	-0.59714	0.84417	5.99249
0.03062	0.98966	0.67796	0.77590
-1.03356	-0.32249	0.51744	7.55201
0.00000	0.00000	0.00000	1.00000

0.23347	-1.05186	0.52828	6.19939
0.82144	0.53134	0.69493	1.15688
-0.84305	0.22642	0.82341	7.25871
0.00000	0.00000	0.00000	1.00000

-0.06624	-0.00310	1.19817	5.60769
0.77145	0.91806	0.04503	0.99092
-0.91678	0.77276	-0.04868	7.01274
0.00000	0.00000	0.00000	1.00000

-0.35380	0.35579	1.09007	5.31745
0.84457	0.85246	-0.00412	1.06395
-0.77559	0.76598	-0.50173	7.05420
0.00000	0.00000	0.00000	1.00000

0.37387	0.39389	1.07008	5.85639
0.43251	0.99299	-0.51663	0.81841
-1.05506	0.54665	0.16741	7.44177
0.00000	0.00000	0.00000	1.00000

1.13571	-0.28255	0.26518	5.63477
0.29008	1.16441	-0.00168	0.86836
-0.25692	0.06569	1.17033	7.16302
0.00000	0.00000	0.00000	1.00000

0.59573	-0.29927	0.99777	5.59507
0.10714	1.16092	0.28424	0.86745
-1.03616	-0.05203	0.60305	7.20401
0.00000	0.00000	0.00000	1.00000

-0.07620	0.77532	0.91273	5.82549
-0.16427	0.89916	-0.77751	0.80773
-1.18626	-0.17432	0.04904	7.50384
0.00000	0.00000	0.00000	1.00000

-0.46652	-0.57377	0.94507	5.32826
-0.58543	0.99835	0.31713	0.71128
-0.93789	-0.33777	-0.66804	7.51988
0.00000	0.00000	0.00000	1.00000

0.12794	-0.72363	0.94868	5.26233
-0.22247	0.92292	0.73398	0.67534
-1.17224	-0.25413	-0.03576	7.48805
0.00000	0.00000	0.00000	1.00000
